SampleID,SampleNumber
C0235_4E_1A,FE02058
C0830_3E_1A,FE02060
C0025_7E_1A,FE02062
C0066_9E_1A,FE02064
M1415_3E_1A,FE02067
C0201_7E_1A,FE02071
C1415_2E_1A,FE02073
C1440_1E_1A,FE02075
C1399_3E_1A,FE02077
C0194_6E_1A,FE02079
C0196_7E_1A,FE02081
C1398_3E_1A,FE02083
C0902_2E_1A,FE02085
M1445_1E_1A,FE02087
C1322_4E_1A,FE02089
C0654_4E_1A,FE02091
C0161_8E_1A,FE02093
C1421_1E_1A,FE02095
C0526_3E_1A,FE02098
M1419_3E_1A,FE02100
M1424_2E_1A,FE02102
C1136_2E_1A,FE02104
C0597_4E_1A,FE02108
C0596_4E_1A,FE02110
M1430_1E_1A,FE02112
C1431_1E_1A,FE02114
C0479_6E_1A,FE02116
C0861_3E_1A,FE02118
C1446_1E_1A,FE02120
C0660_3E_1A,FE02122
C0092_3E_1A,FE02124
C1344_4E_1A,FE02126
C0741_3E_1A,FE02128
C0312_9E_1A,FE02130
C0774_5E_1A,FE02132
M1438_1E_1A,FE02134
C0864_8E_1A,FE02136
C0131_5E_1A,FE02138
C0524_6E_1A,FE02140
C0055_4E_1A,FE02142
C0110_9E_1A,FE02144
C1218_5E_1A,FE02146
M1435_2E_1A,FE02148
C1246_5E_1A,FE02150
C0323_4E_1A,FE02152
M1439_1E_1A,FE02154
C1401_3E_1A,FE02156
C0385_6E_1A,FE02158
C1116_4E_1A,FE02160
C1411_3E_1A,FE02162
C0672_4E_1A,FE02164
C1060_5E_1A,FE02166
M1455_1E_1A,FE02168
C1447_1E_1A,FE02170
C1087_5E_1A,FE02172
C0557_3E_1A,FE02174
C0961_6E_1A,FE02176
C1009_3E_1A,FE02178
C0871_4E_1A,FE02184
C0872_3E_1A,FE02186
M1439_3E_1A,FE02188
C1207_5E_1A,FE02190
C1371_3E_1A,FE02192
M1452_1E_1A,FE02194
C0189_8E_1A,FE02196
C0188_8E_1A,FE02198
C1314_5E_1A,FE02200
M1452_2E_1A,FE02202
M1445_3E_1A,FE02204
C0879_4E_1A,FE02206
M1458_1E_1A,FE02208
M1454_2E_1A,FE02210
C1436_1E_1A,FE02212
M1460_1E_1A,FE02214
C1059_4E_1A,FE02216
C1355_4E_1A,FE02218
M1462_1E_1A,FE02220
C0200_4E_1A,FE02222
M1455_2E_1A,FE02224
C0634_6E_1A,FE02227
C1468_1E_1A,FE02229
C1386_4E_1A,FE02233
M1454_3E_1A,FE02235
C1422_2E_1A,FE02237
M1463_2E_1A,FE02239
C0887_3E_1A,FE02241
C1050_11E_1A,FE02243
M1460_2E_1A,FE02245
C0880_7E_1A,FE02247
M1452_3E_1A,FE02249
M1455_3E_1A,FE02251
M1465_2E_1A,FE02253
C1333_4E_1A,FE02255
C1469_1E_1A,FE02257
C1305_5E_1A,FE02259
C0108_5E_1A,FE02261
C0305_4E_1A,FE02263
M1462_2E_1A,FE02265
C0586_4E_1A,FE02267
C0798_3E_1A,FE02269
C0930_3E_1A,FE02271
C1432_3E_1A,FE02273
C0420_8E_1A,FE02275
C0514_4E_1A,FE02277
C0325_7E_1A,FE02280
C0043_10E_1A,FE02282
M1460_3E_1A,FE02285
C0744_9E_1A,FE02287
C1350_1E_1A,FE02289
C0271_6E_1A,FE02307
M1479_1E_1A,FE02309
M1465_3E_1A,FE02311
C0426_7E_1A,FE02324
C0539_4E_1A,FE02326
C0388_9E_1A,FE02328
M1480_1E_1A,FE02330
C0405_8E_1A,FE02332
C0569_4E_1A,FE02403
C0570_4E_1A,FE02405
C2014_6E_1A,FE02447
C0665_3E_1A,FE02449
C1436_2E_1A,FE02451
C0624_3E_1A,FE02453
C0202_10E_1A,FE02455
C0547_4E_1A,FE02457
C1439_4E_1A,FE02459
M1435_3E_1A,FE02460
M1486_1E_1A,FE02462
C0530_4E_1A,FE02464
M1479_2E_1A,FE02466
C1307_4E_1A,FE02468
M1462_3E_1A,FE02470
C0477_5E_1A,FE02472
C0500_6E_1A,FE02474
C1487_1E_1A,FE02476
C1188_7E_1A,FE02478
C0703_5E_1A,FE02480
C0369_5E_1A,FE02482
C1361_2E_1A,FE02484
C0047_10E_1A,FE02486
C0201_8E_1A,FE02488
C0812_3E_1A,FE02490
C0117_4F_1A,FG00004
C0117_4F_1B,FG00004
C0499_1F_1A,FG00005
C0499_1F_1B,FG00005
C0499_1F_2A,FG00006
C0062_6F_1A,FG00007
C0061_6F_1A,FG00008
C0067_6F_1A,FG00009
C0082_4F_1A,FG00010
C0507_1F_1A,FG00011
C0505_1F_1A,FG00012
C0506_1F_1A,FG00013
C0509_1F_1B,FG00014
C0511_1F_1A,FG00015
C0511_1F_2A,FG00016
C0511_1F_2B,FG00016
C0066_6F_1A,FG00017
C0066_6F_1B,FG00017
C0066_6F_2A,FG00018
C0240_3F_1A,FG00019
C0516_1F_1A,FG00020
C0516_1F_2A,FG00021
C0516_1F_2B,FG00021
C0476_3F_1A,FG00022
C0479_3F_1A,FG00023
C0229_4F_2A,FG00024
C0229_4F_1A,FG00025
C0521_1F_1A,FG00026
C0520_1F_1A,FG00027
C0539_1F_1A,FG00028
C0530_1F_1A,FG00029
C0544_1F_1A,FG00030
C0552_1F_1A,FG00031
C0541_1F_1A,FG00032
C0482_3F_1A,FG00033
C0202_4F_1A,FG00034
C0547_1F_1A,FG00035
C0119_3F_1A,FG00036
C0258_3F_1A,FG00037
C0568_1F_1A,FG00038
C0570_1F_1A,FG00039
C0569_1F_1A,FG00040
C0179_4F_1A,FG00041
C0188_5F_1A,FG00042
C0189_5F_1A,FG00043
C0554_1F_1A,FG00044
C0517_1F_1A,FG00045
C0586_1F_1A,FG00046
C0594_1F_1A,FG00047
C0595_1F_1A,FG00048
C0591_1F_1A,FG00049
C0364_2F_1A,FG00050
C0589_1F_1A,FG00051
C0590_1F_1A,FG00052
C0201_5F_1A,FG00053
C0583_1F_1A,FG00054
C0597_1F_1A,FG00055
C0596_1F_1A,FG00056
C0514_1F_1A,FG00057
C0550_1F_1A,FG00058
C0550_1F_2A,FG00059
C0551_1F_2A,FG00060
C0551_1F_1A,FG00061
C0601_1F_1A,FG00062
C0603_1F_1A,FG00063
C2018_1F_1A,FG00064
C0600_1F_1A,FG00065
C0592_1F_1A,FG00066
C0593_1F_1A,FG00067
C0607_1F_1A,FG00068
C0537_1F_1A,FG00069
C0610_1F_1A,FG00070
C0577_1F_1A,FG00071
C0578_1F_1A,FG00072
C0579_1F_1A,FG00073
C0308_5F_1A,FG00074
C0307_4F_1A,FG00075
C0611_1F_1A,FG00077
C0608_1F_1A,FG00078
C0621_1F_1A,FG00079
C0420_4F_1A,FG00080
C0615_1F_1A,FG00081
C0404_3F_1A,FG00082
C0403_3F_1A,FG00083
C0627_1F_1A,FG00084
C0634_1F_3A,FG00085
C0159_5F_1A,FG00086
C0132_4F_1A,FG00087
C0093_3F_1A,FG00088
C0337_3F_1A,FG00089
C0641_1F_1A,FG00090
C0635_1F_1A,FG00091
C0016_3F_1A,FG00092
C0017_2F_1A,FG00093
C0631_1F_1A,FG00094
C0638_1F_1A,FG00095
C0648_1F_1A,FG00096
C0636_1F_1A,FG00097
C0450_2F_1A,FG00098
C0254_5F_1A,FG00099
M0651_1F_1A,FG00100
M0644_1F_1A,FG00101
M0652_1F_1A,FG00102
C0633_1F_1A,FG00103
C0634_1F_1A,FG00104
C0655_1F_1A,FG00105
C0643_1F_1A,FG00106
C0194_4F_1A,FG00107
C0196_5F_1A,FG00108
C0642_1F_1A,FG00109
M0656_1F_1A,FG00110
C0661_1F_1A,FG00111
C0620_1F_1A,FG00112
M0663_1F_1A,FG00113
C0639_1F_1A,FG00114
C0637_1F_1A,FG00115
M0662_1F_1A,FG00116
M0647_1F_1A,FG00117
C0142_6F_1A,FG00118
C0624_1F_1A,FG00119
C0660_1F_1A,FG00120
C0665_1F_1A,FG00121
C0686_1F_1A,FG00122
C0683_1F_1A,FG00123
M0647_2F_1A,FG00124
M0649_1F_1A,FG00125
M0644_2F_1A,FG00126
C0107_4F_1A,FG00127
M0676_1F_1A,FG00128
C0704_1F_1A,FG00129
C0193_3F_1A,FG00130
C0673_1F_1A,FG00131
M0652_2F_1A,FG00132
M0703_1F_1A,FG00133
C0202_6F_1A,FG00134
M0682_1F_1A,FG00135
M0685_1F_1A,FG00136
M0699_1F_1A,FG00137
C0106_6F_1A,FG00138
C0679_1F_1A,FG00139
C0698_1F_1A,FG00140
M0674_1F_1A,FG00141
M0705_1F_1A,FG00142
M0714_1F_1A,FG00143
C0237_4F_1A,FG00144
M0709_1F_1A,FG00145
M0662_2F_1A,FG00146
C0688_1F_1A,FG00147
M0680_2F_1A,FG00148
C0694_1F_1A,FG00149
M0713_1F_1A,FG00150
M0716_1F_1A,FG00151
M0711_1F_1A,FG00152
C0123_3F_1A,FG00153
C0623_1F_1A,FG00154
C2014_2F_1A,FG00155
C0058_4F_1A,FG00156
M0718_1F_1A,FG00157
M0656_2F_1A,FG00158
M0723_1F_1A,FG00159
C0059_4F_1A,FG00160
M0685_2F_1A,FG00161
C0055_2F_1A,FG00162
C0323_2F_1A,FG00163
C0324_2F_1A,FG00164
C0672_1F_1A,FG00165
C0730_1F_1A,FG00166
C0735_1F_1A,FG00167
M0659_2F_1A,FG00168
C0429_4F_1A,FG00169
C0693_1F_1A,FG00170
C0202_3F_1A,FG00171
M0756_1F_1A,FG00172
M0749_1F_1A,FG00173
C0720_1F_1A,FG00174
C0725_1F_1A,FG00175
M0754_1F_1A,FG00176
C0690_1F_1A,FG00177
M0652_3F_1A,FG00178
M0757_1F_1A,FG00179
M0644_3F_1A,FG00180
M0706_2F_1A,FG00181
M0766_1F_1A,FG00182
M0753_1F_1A,FG00183
M0774_1F_1A,FG00184
C0047_7F_1A,FG00185
C0767_1F_1A,FG00186
M0765_1F_1A,FG00187
M0662_3F_1A,FG00188
M0742_2F_1A,FG00189
C0066_7F_1A,FG00190
M0713_2F_1A,FG00191
C0743_1F_1A,FG00192
M0745_2F_1A,FG00193
M0711_2F_1A,FG00194
C0724_1F_1A,FG00195
M0792_1F_1A,FG00196
M0791_1F_1A,FG00197
M0703_2F_1A,FG00198
M0653_2F_1A,FG00199
M0656_3F_1A,FG00200
M0790_1F_1A,FG00201
M0700_3F_1A,FG00202
C0788_1F_1A,FG00203
C0789_1F_1A,FG00204
C0784_1F_1A,FG00205
C0785_1F_1A,FG00206
M0752_2F_1A,FG00207
M0651_2F_1A,FG00208
M0742_2F_2A,FG00209
C0768_1F_1A,FG00210
C0799_1F_1A,FG00211
M0801_1F_1A,FG00212
M0748_2F_1A,FG00213
M0778_2F_1A,FG00214
C0811_1F_1A,FG00215
M0805_1F_1A,FG00216
M0808_1F_1A,FG00217
C0053_8F_1A,FG00218
C0332_4F_1A,FG00219
C0052_7F_1A,FG00220
M0794_1F_1A,FG00221
M0804_1F_1A,FG00222
M0699_3F_1A,FG00223
M0824_1F_1A,FG00224
M0770_2F_1A,FG00225
M0776_2F_1A,FG00226
M0753_2F_1A,FG00227
C0812_1F_1A,FG00228
M0749_2F_1A,FG00229
C0126_9F_1A,FG00230
C0127_7F_1A,FG00231
C0825_1F_1A,FG00232
C0286_6F_1A,FG00233
C0296_6F_1A,FG00234
C0494_2F_1A,FG00235
M0713_3F_1A,FG00236
C2018_3F_1A,FG00237
M0828_1F_1A,FG00238
M0822_1F_1A,FG00239
C0469_2F_1A,FG00240
C0837_1F_1A,FG00241
C0840_1F_1A,FG00242
C0841_1F_1A,FG00243
M0703_3F_1A,FG00244
M0844_1F_1A,FG00245
M0769_2F_1A,FG00246
C0111_6F_1A,FG00247
C0110_7F_1A,FG00248
C0826_1F_1A,FG00249
C0827_1F_1A,FG00250
M0780_2F_1A,FG00251
C0076_8F_1A,FG00252
C0814_1F_1A,FG00253
M0839_1F_1A,FG00254
C0385_4F_1A,FG00255
M0843_1F_1A,FG00256
C0477_3F_1A,FG00257
C0312_7F_1A,FG00258
M0790_2F_1A,FG00259
M0849_1F_1A,FG00260
C0240_4F_1A,FG00261
C0518_2F_1A,FG00262
M0744_3F_1A,FG00263
M0765_2F_1A,FG00264
C0249_4F_1A,FG00265
M0803_2F_1A,FG00266
C0078_3F_1A,FG00267
M0863_1F_1A,FG00268
M0847_1F_1A,FG00269
C0117_5F_1A,FG00270
C0747_1F_1A,FG00271
C0859_1F_1A,FG00272
M0752_3F_1A,FG00273
C0595_2F_1A,FG00274
M0851_1F_1A,FG00275
M0824_2F_1A,FG00276
M0804_2F_1A,FG00277
C0860_1F_1A,FG00278
C0853_1F_1A,FG00279
C0856_1F_1A,FG00280
C0830_1F_1A,FG00281
C0835_1F_1A,FG00282
C0082_5F_1A,FG00283
C0067_7F_1A,FG00284
C0493_2F_1A,FG00285
M0766_2F_1A,FG00286
M0842_2F_1A,FG00288
C0470_2F_1A,FG00289
M0776_3F_1A,FG00290
C0089_3F_1A,FG00291
M0769_3F_1A,FG00292
M0809_2F_1A,FG00293
M0858_1F_1A,FG00294
C0798_1F_1A,FG00295
C0005_3F_1A,FG00296
C0871_1F_1A,FG00297
C0200_2F_2A,FG00298
C0511_2F_1A,FG00299
C0200_2F_1A,FG00300
C0405_6F_1A,FG00301
C0032_9F_1A,FG00302
M0794_2F_1A,FG00303
M0886_1F_1A,FG00304
C0421_6F_1A,FG00305
C0879_1F_1A,FG00306
M0880_1F_1A,FG00307
M0870_1F_1A,FG00308
M0889_1F_1A,FG00309
M0891_1F_1A,FG00310
C0516_2F_1A,FG00312
M0766_3F_1A,FG00313
M0753_3F_1A,FG00314
C0861_1F_1A,FG00315
M0896_1F_1A,FG00316
M0893_1F_1A,FG00317
C0852_1F_1A,FG00318
M0883_1F_1A,FG00319
C0530_2F_1A,FG00320
M0900_1F_1A,FG00321
C0802_1F_1A,FG00322
C0537_2F_1A,FG00323
M0790_3F_1A,FG00324
M0908_1F_1A,FG00325
M0884_2F_1A,FG00326
M0863_2F_1A,FG00327
M0867_2F_1A,FG00328
C0723_3F_1A,FG00329
C0479_4F_1A,FG00330
C0754_2F_1A,FG00331
M0839_3F_1A,FG00332
M0880_2F_1A,FG00333
C0277_2F_1A,FG00334
M0882_2F_1A,FG00335
C0887_1F_1A,FG00336
M0928_1F_1A,FG00337
C0925_1F_1A,FG00338
M0847_2F_1A,FG00339
C0426_5F_1A,FG00340
C0930_1F_1A,FG00341
M0854_2F_1A,FG00342
M0881_2F_1A,FG00343
C0652_4F_1A,FG00344
C0512_2F_1A,FG00345
M0907_2F_1A,FG00346
C0506_2F_1A,FG00347
C0505_2F_1A,FG00348
C0524_3F_1A,FG00349
C0547_2F_1A,FG00350
C0124_3F_1A,FG00351
C0556_2F_1A,FG00352
C0672_2F_1A,FG00353
M0932_1F_1A,FG00354
M0885_1F_1A,FG00356
M0901_2F_1A,FG00357
M0842_3F_1A,FG00358
M0883_2F_1A,FG00359
M0892_2F_1A,FG00360
M0888_2F_1A,FG00361
M0929_1F_1A,FG00362
M0926_1F_1A,FG00363
C0062_7F_1A,FG00364
M0918_2F_1A,FG00365
M0904_2F_1A,FG00366
M0927_2F_1A,FG00367
M0893_2F_1A,FG00368
C0460_4F_1A,FG00369
M0896_2F_1A,FG00370
C0920_1F_1A,FG00371
C0921_1F_1A,FG00372
C0567_2F_1A,FG00373
C0649_2F_1A,FG00374
C0684_4F_1A,FG00375
C0253_7F_1A,FG00376
C0252_7F_1A,FG00377
M0908_2F_1A,FG00378
M0945_1F_1A,FG00379
C0557_1F_1A,FG00380
M0886_2F_1A,FG00381
M0958_1F_1A,FG00382
M0910_2F_1A,FG00383
M0914_2F_1A,FG00384
C0325_5F_1A,FG00385
C0043_8F_1A,FG00386
M0917_2F_1A,FG00387
M0964_1F_1A,FG00388
C0692_3F_1A,FG00389
C0583_2F_1A,FG00390
M0863_3F_1A,FG00391
M0880_2F_2A,FG00392
M0884_3F_1A,FG00393
C0495_2F_1A,FG00394
C0699_4F_1A,FG00395
M0971_1F_1A,FG00396
C0682_3F_1A,FG00397
C0656_4F_1A,FG00398
M0947_1F_1A,FG00399
C0902_1F_1A,FG00400
C0526_2F_1A,FG00401
M0864_3F_1A,FG00402
C0711_4F_1A,FG00403
C0576_2F_1A,FG00404
C0575_2F_1A,FG00405
M0894_2F_1A,FG00406
C0654_2F_1A,FG00407
M0890_3F_1A,FG00408
M0926_2F_1A,FG00409
M0922_2F_1A,FG00410
M0934_2F_1A,FG00411
M0973_1F_1A,FG00412
C0742_3F_1A,FG00413
M0932_2F_1A,FG00414
M0946_1F_1A,FG00415
C0647_4F_1A,FG00416
C0633_2F_1A,FG00417
M0892_3F_1A,FG00418
M0919_2F_1A,FG00419
M0996_1F_1A,FG00420
M0960_1F_1A,FG00421
M0937_2F_1A,FG00422
C0703_4F_1A,FG00423
M0935_2F_1A,FG00424
M0989_1F_1A,FG00425
M0881_3F_1A,FG00426
M0883_3F_1A,FG00427
C0661_2F_1A,FG00428
M0998_1F_1A,FG00429
C0541_2F_1A,FG00430
M0891_3F_2A,FG00431
M0891_3F_1A,FG00432
M1008_1F_1A,FG00433
C0739_2F_1A,FG00434
M0999_1F_1A,FG00435
C0713_4F_1A,FG00436
M1007_1F_1A,FG00437
C2014_3F_1A,FG00438
M0913_2F_1A,FG00439
M0948_2F_1A,FG00440
M0888_3F_1A,FG00441
M1016_1F_1A,FG00442
M0950_2F_1A,FG00443
M0947_2F_1A,FG00444
C1034_1F_1A,FG00445
M1027_1F_1A,FG00446
M0980_2F_1A,FG00447
C0402_3F_1A,FG00448
M0886_3F_1A,FG00449
C0752_4F_1A,FG00450
M1015_1F_1A,FG00451
C0451_2F_1A,FG00452
C0744_4F_1A,FG00453
C0348_3F_1A,FG00454
C0192_4F_1A,FG00455
C0175_2F_1A,FG00456
C0674_3F_1A,FG00457
M0896_3F_1A,FG00458
M0918_3F_1A,FG00459
M1028_1F_1A,FG00460
C0754_3F_1A,FG00461
M0958_2F_1A,FG00462
M1005_2F_1A,FG00463
M0961_2F_1A,FG00464
M0951_2F_1A,FG00465
C0539_2F_1A,FG00466
C0554_1F_2A,FG00468
C0603_4F_1A,FG00469
M1046_1F_1A,FG00470
M0946_3F_1A,FG00471
C0229_5F_1A,FG00472
C0643_2F_1A,FG00473
C0507_2F_1A,FG00474
C0499_2F_1A,FG00475
C0550_3F_1A,FG00476
M0973_2F_1A,FG00477
C1009_1F_1A,FG00478
M1008_2F_1A,FG00479
M0977_2F_1A,FG00480
M1037_2F_1A,FG00481
C0660_2F_1A,FG00482
M0961_3F_1A,FG00483
C0656_5F_1A,FG00484
M0996_2F_1A,FG00485
M0958_3F_1A,FG00486
M1047_2F_1A,FG00487
M1066_1F_1A,FG00488
M1068_1F_1A,FG00489
M1065_1F_1A,FG00490
M1015_2F_1A,FG00491
M1056_1F_1A,FG00492
M0984_2F_1A,FG00493
C0692_4F_1A,FG00494
M1060_1F_1A,FG00495
C0711_5F_1A,FG00496
M1079_1F_1A,FG00497
M1064_1F_1A,FG00498
C0788_2F_1A,FG00499
C0789_2F_1A,FG00500
M1074_1F_1A,FG00501
C0834_4F_1A,FG00502
M0973_3F_1A,FG00503
M1087_1F_1A,FG00504
M1086_1F_1A,FG00505
M1095_1F_1A,FG00506
M1058_1F_1A,FG00507
C0839_4F_1A,FG00508
M1110_1F_1A,FG00509
C0936_1F_1A,FG00510
C0388_7F_1A,FG00511
M1057_1F_1A,FG00512
M1088_1F_1A,FG00513
M1059_1F_1A,FG00514
C1089_1F_1A,FG00515
M1099_1F_1A,FG00516
M1109_1F_1A,FG00517
M1008_3F_1A,FG00518
M1096_1F_1A,FG00519
M1078_1F_1A,FG00520
M1022_2F_1A,FG00521
C1075_1F_1A,FG00522
C1102_1F_1A,FG00523
C1026_1F_1A,FG00524
C2018_4F_1A,FG00525
M1083_1F_1A,FG00526
M1113_1F_1A,FG00527
C1090_1F_1A,FG00528
M1067_1F_1A,FG00529
M1116_1F_1A,FG00530
C0698_2F_1A,FG00531
M1056_2F_1A,FG00532
C0851_4F_1A,FG00533
C0828_4F_1A,FG00534
M1064_2F_1A,FG00535
M1115_1F_1A,FG00536
M1082_1F_1A,FG00537
C1062_3F_1A,FG00538
C0461_4F_1A,FG00539
C0286_5F_1A,FG00540
C0296_5F_1A,FG00541
C0052_5F_1A,FG00542
C0053_6F_1A,FG00543
C0108_4F_1A,FG00544
C0498_1F_1A,FG00545
C0634_3F_1A,FG00546
C0661_3F_1A,FG00547
C0672_3F_1A,FG00548
M1124_1F_1A,FG00549
M1097_1F_1A,FG00550
C0586_2F_1A,FG00551
M1096_2F_1A,FG00552
M1058_2F_1A,FG00553
C0514_2F_1A,FG00554
M1086_2F_1A,FG00555
C0642_2F_1A,FG00556
C0915_3F_1A,FG00557
C0537_3F_1A,FG00558
M1142_1F_1A,FG00559
C0871_2F_1A,FG00560
C1136_1F_1A,FG00561
M1147_1F_1A,FG00562
M1066_2F_1A,FG00563
M1087_2F_1A,FG00564
C0880_4F_1A,FG00565
M1170_1F_1A,FG00566
C0202_7F_1A,FG00567
M1140_1F_1A,FG00568
M1091_1F_1A,FG00569
M1060_2F_1A,FG00570
M1145_1F_1A,FG00571
M1150_1F_1A,FG00572
M1082_2F_1A,FG00573
M1043_3F_1A,FG00574
C0879_2F_1A,FG00575
M1103_2F_1A,FG00576
C0450_3F_1A,FG00577
C0932_3F_1A,FG00578
M1118_1F_1A,FG00579
C1171_1F_1A,FG00580
M1160_1F_1A,FG00581
M1041_2F_1A,FG00582
C0855_4F_1A,FG00583
C0456_4F_1A,FG00584
M1061_3F_1A,FG00585
M1153_1F_1A,FG00586
M1099_2F_1A,FG00587
M1167_1F_1A,FG00588
C0524_4F_1A,FG00589
C0769_5F_1A,FG00590
M1120_2F_1A,FG00591
C0259_3F_1A,FG00592
C0200_3F_1A,FG00593
M1056_3F_1A,FG00594
M1161_1F_1A,FG00595
M1162_1F_1A,FG00596
M1113_2F_1A,FG00597
M1105_2F_1A,FG00598
C0863_4F_1A,FG00599
M1142_2F_1A,FG00600
M1068_2F_1A,FG00601
M1064_3F_1A,FG00602
C0920_2F_1A,FG00603
M1137_2F_1A,FG00604
M1183_1F_1A,FG00605
C0958_4F_1A,FG00606
C0921_2F_1A,FG00607
M1067_2F_1A,FG00608
C0631_2F_1A,FG00609
C0016_4F_1A,FG00610
C0017_3F_1A,FG00611
M1083_2F_1A,FG00612
M1055_3F_1A,FG00614
M1126_2F_1A,FG00615
M1143_2F_1A,FG00616
M1189_1F_1A,FG00617
M1159_1F_1A,FG00618
M1129_2F_1A,FG00619
M1050_3F_1A,FG00620
M1135_2F_1A,FG00621
C0888_4F_1A,FG00622
M1109_2F_1A,FG00623
M1202_1F_1A,FG00624
M1124_2F_1A,FG00625
M1186_1F_1A,FG00626
M1170_2F_1A,FG00627
M1065_3F_1A,FG00628
M1176_1F_1A,FG00629
M1146_2F_1A,FG00630
M1058_3F_1A,FG00631
M1110_2F_1A,FG00632
M1200_1F_1A,FG00633
M1157_2F_1A,FG00634
M1205_1F_1A,FG00635
M1088_2F_1A,FG00636
M1194_1F_1A,FG00637
M1208_1F_1A,FG00638
M1148_2F_1A,FG00640
M1197_1F_1A,FG00641
M1210_1F_1A,FG00642
M1175_1F_1A,FG00643
M1115_2F_1A,FG00644
M1155_2F_1A,FG00645
M1096_3F_1A,FG00646
M1211_1F_1A,FG00647
C0909_4F_1A,FG00648
M1066_3F_1A,FG00649
M1161_2F_1A,FG00650
C0240_5F_1A,FG00651
C0730_2F_1A,FG00652
M1147_2F_1A,FG00653
M1169_2F_1A,FG00655
M1166_2F_1A,FG00656
M1162_2F_1A,FG00657
M1201_1F_1A,FG00658
M1172_2F_1A,FG00659
C0821_5F_1A,FG00660
M1095_3F_1A,FG00661
M1220_1F_1A,FG00662
M1103_3F_1A,FG00663
M1167_2F_1A,FG00664
C0891_4F_1A,FG00665
C1037_4F_1A,FG00666
C0839_5F_1A,FG00667
C0307_5F_1A,FG00669
C1144_1F_1A,FG00670
C0908_4F_1A,FG00671
C0308_6F_1A,FG00672
C0794_4F_1A,FG00673
M1221_1F_1A,FG00674
M1083_3F_1A,FG00675
M1218_1F_1A,FG00676
M1115_3F_1A,FG00677
M1105_3F_1A,FG00678
M1198_2F_1A,FG00679
M1142_3F_1A,FG00680
M1200_2F_1A,FG00681
M1195_2F_1A,FG00682
M1150_2F_1A,FG00683
C0767_2F_1A,FG00684
M1180_2F_1A,FG00685
C1217_1F_1A,FG00686
C0723_4F_1A,FG00687
M1159_2F_1A,FG00688
C1228_1F_1A,FG00689
M1129_3F_1A,FG00690
M1227_1F_1A,FG00691
M1177_2F_1A,FG00692
M1176_2F_1A,FG00693
M1199_2F_1A,FG00694
M1183_2F_1A,FG00695
M1226_1F_1A,FG00696
C0754_4F_1A,FG00697
M1126_3F_1A,FG00698
M1137_3F_1A,FG00699
M1205_2F_1A,FG00700
C0567_3F_1A,FG00701
M1170_3F_1A,FG00702
C0861_2F_1A,FG00703
M1139_3F_1A,FG00704
M1188_2F_1A,FG00705
C0999_2F_1A,FG00706
C0511_3F_1A,FG00707
M1143_3F_1A,FG00708
M1213_2F_1A,FG00709
M1162_3F_1A,FG00710
C1238_1F_1A,FG00711
C1243_1F_1A,FG00712
M1148_3F_1A,FG00713
C1223_1F_1A,FG00714
C0174_3F_1A,FG00715
C0158_6F_1A,FG00716
C0157_6F_1A,FG00717
M1247_1F_1A,FG00718
C0864_5F_1A,FG00719
M1219_1F_1A,FG00720
C0961_4F_1A,FG00721
M1186_2F_1A,FG00722
C1007_3F_1A,FG00723
C0557_2F_1A,FG00724
C0788_3F_1A,FG00725
C0789_3F_1A,FG00726
M1155_3F_1A,FG00727
M1172_3F_1A,FG00728
M1159_3F_1A,FG00729
M1109_3F_1A,FG00730
C0061_8F_1A,FG00731
C0062_8F_1A,FG00732
C0556_3F_1A,FG00733
C0190_3F_1A,FG00734
C0191_3F_1A,FG00735
C0271_5F_1A,FG00736
C1250_1F_1A,FG00737
C1059_3F_1A,FG00738
C0390_2F_1A,FG00739
C1222_1F_1A,FG00740
M1221_2F_1A,FG00741
M1252_1F_1A,FG00742
C0071_8F_1A,FG00743
M1147_3F_1A,FG00744
C0784_2F_1A,FG00745
M1207_2F_1A,FG00746
M1220_2F_1A,FG00747
C0886_4F_1A,FG00748
C0564_2F_1A,FG00749
C1068_3F_1A,FG00750
M1245_1F_1A,FG00751
C0915_4F_1A,FG00752
C0932_4F_1A,FG00753
M1246_1F_1A,FG00755
M1180_3F_1A,FG00756
C0477_5F_1A,FG00757
M1216_2F_1A,FG00758
M1179_3F_1A,FG00759
M1232_1F_1A,FG00760
C0550_4F_1A,FG00761
M1181_3F_1A,FG00762
M1211_2F_1A,FG00763
M1261_1F_1A,FG00764
C1008_4F_1A,FG00765
M1240_1F_1A,FG00766
C0914_5F_1A,FG00767
M1195_3F_1A,FG00768
M0974_1F_1A,FG00769
M1200_3F_1A,FG00770
C0753_4F_1A,FG00771
C0603_6F_1A,FG00772
C0126_10F_1A,FG00773
C0127_8F_1A,FG00774
C0904_5F_1A,FG00775
M1229_2F_1A,FG00776
C0612_2F_1A,FG00777
M1218_2F_1A,FG00778
M1219_2F_1A,FG00779
M1258_1F_1A,FG00780
C0536_1F_1A,FG00781
M1263_1F_1A,FG00782
M1268_1F_1A,FG00783
C0665_2F_1A,FG00784
M1237_2F_1A,FG00785
C1087_3F_1A,FG00786
C0676_3F_1A,FG00787
M1254_2F_1A,FG00788
C0029_6F_1A,FG00789
C0535_2F_1A,FG00790
M1205_3F_1A,FG00791
M1274_1F_1A,FG00792
M1276_1F_1A,FG00793
C1099_3F_1A,FG00794
C1060_3F_1A,FG00795
C1090_2F_1A,FG00796
C1160_3F_1A,FG00797
C0443_4F_1A,FG00798
